차명,변속기,인승,기통,마력,최대토크,연료,주행거리,상담
페라리 F8 스파이더 3.9 V8,자동,2인승,8기통,720마력,78.5kgm,가솔린,363km,
BMW X4 M40i,자동,5인승,6기통,387마력,51kgm,가솔린,9천km,"7,850"
벤틀리 벤테이가 6.0 W12 스피드,자동,5인승,,,,가솔린,37km,
벤츠 300 SEL,자동,5인승,,,,가솔린,28만ml,
포르쉐 911 터보 S,자동,4인승,6기통,560마력,76.5kgm,가솔린,5만km,
벤츠 G63 AMG,자동,5인승,8기통,571마력,77.5kgm,가솔린,2만km,
벤츠 G63 AMG,자동,5인승,8기통,544마력,77.5kgm,가솔린,9만km,
랜드로버 레인지로버 벨라 2.0 D240 S,자동,5인승,4기통,240마력,51kgm,디젤,2만km,
벤츠 S63L AMG 4매틱 플러스 퍼포먼스 에디션,자동,5인승,8기통,612마력,91.8kgm,가솔린,1만km,
페라리 캘리포니아 T 3.9 V8,자동,4인승,8기통,560마력,77kgm,가솔린,3만km,
람보르기니 아벤타도르 LP700-4,자동,2인승,12기통,700마력,70.4kgm,가솔린,3만km,
벤츠 S63 AMG 4매틱 카브리올레 ,자동,4인승,8기통,585마력,91.8kgm,가솔린,6만km,
캐딜락 CT6 3.6 AWD 플래티넘,자동,5인승,6기통,340마력,39.4kgm,가솔린,5만km,"4,900"
벤틀리 뉴 컨티넨탈 GT 6.0,자동,4인승,12기통,575마력,71.4kgm,가솔린,7만km,
﻿벤츠 SLK55 AMG,자동,2인승,8기통,421마력,55.1kgm,가솔린,3만km,
벤츠 S400 d 4매틱 AMG 라인,자동,5인승,6기통,330마력,71.4kgm,디젤,16km,
벤츠 S560L 4매틱,자동,5인승,8기통,469마력,71.4kgm,가솔린,1만km,
벤츠 S350L 블루텍,자동,5인승,6기통,258마력,63.2kgm,디젤,12만km,"5,230"
BMW 520d M 스포츠 플러스,자동,5인승,4기통,190마력,40.8kgm,디젤,7만km,계약
포르쉐 카이엔 3.0 디젤,자동,5인승,6기통,262마력,59.2kgm,디젤,4만km,
벤츠 S450L 4매틱,자동,5인승,6기통,367마력,51kgm,가솔린,2만km,
벤츠 E220 d 아방가르드,자동,5인승,4기통,194마력,40.8kgm,디젤,5만km,
벤츠 S350 d,자동,5인승,6기통,286마력,61.2kgm,디젤,2만km,
벤츠 E 10세대 E220 d  아방가르드 ,자동,5인승,4기통,194마력,40.8kgm,디젤,8만km,"3,680"
애스턴마틴 라피드 6.0 12V S,자동,4인승,12기통,560마력,64.3kgm,가솔린,2만km,
랜드로버 뉴 레인지로버 5.0 V8 SC 오토바이오그래피 LWB,자동,5인승,8기통,510마력,63.8kgm,가솔린,7만km,
닷지 램 픽업 5.7L 마일드 하이브리드 리미티드,자동,,,,,가솔린,33km,
마세라티 그란투리스모 스포츠 4.7,자동,4인승,8기통,460마력,53kgm,가솔린,2만km,
벤츠 GLE 250d 4매틱,자동,5인승,4기통,204마력,51kgm,디젤,5만km,
벤츠 마이바흐 S500L 4매틱,자동,5인승,8기통,455마력,71.4kgm,가솔린,18만km,
벤츠 GLA250 4매틱,자동,5인승,4기통,224마력,35.7kgm,가솔린,100km,
벤츠 E300e 4매틱 익스클루시브,자동,5인승,4기통,320마력,71.4kgm,가솔린+전기,700km,
도요타 시에나 3.5 4WD,자동,7인승,6기통,266마력,33.9kgm,가솔린,5만km,
벤틀리 컨티넨탈 플라잉스퍼 6.0,자동,4인승,12기통,625마력,81.6kgm,가솔린,4만km,"10,700"
벤츠 AMG GT 4도어 43 4매틱 플러스,자동,5인승,6기통,367마력,51kgm,가솔린,9천km,
지프 레니게이드 2.4 가솔린 2WD 리미티드,자동,5인승,4기통,175마력,23.5kgm,가솔린,3천km,50
아우디 A6 35 TDI 프리미엄,자동,5인승,4기통,190마력,40.8kgm,디젤,7만km,"2,450"
볼보 뉴 XC60 D5 AWD 모멘텀 ,자동,5인승,4기통,235마력,49kgm,디젤,5만km,"5,100"
랜드로버 레인지로버 이보크 2.0 TD4 HSE,자동,5인승,4기통,180마력,43.9kgm,디젤,2만km,
벤츠 E 10세대 E220 d 아방가르드 ,자동,5인승,4기통,194마력,40.8kgm,디젤,4만km,"4,190"
링컨 타운카 4.6 V8,자동,6인승,8기통,242마력,39.7kgm,가솔린,10만km,
포드 퓨전 2.5 하이브리드,자동,5인승,4기통,191마력,,가솔린+전기,11만km,
벤츠 ML350,자동,5인승,6기통,272마력,35.7kgm,가솔린,13만km,
혼다 레전드 3.5 세단,자동,5인승,6기통,295마력,36kgm,가솔린,14만km,
벤츠 E300 아방가르드,자동,5인승,4기통,245마력,37.7kgm,가솔린,5만km,
지프 올 뉴 랭글러 2.0 루비콘 4도어 하이,자동,5인승,4기통,272마력,40.8kgm,가솔린,2만km,"3,100"
벤츠 S  5세대  S350L ,자동,5인승,6기통,272마력,35.7kgm,가솔린,13만km,"1,300"
랜드로버 뉴 레인지로버 4.4 SDV8 오토바이오그래피 LWB,자동,5인승,8기통,339마력,75.5kgm,디젤,2만km,
지프 올 뉴 랭글러 2.0 루비콘 4도어 파워 탑,자동,5인승,4기통,272마력,40.8kgm,가솔린,1만km,"5,500"
포르쉐 911 카레라 4S 997 ,자동,4인승,6기통,355마력,40.8kgm,가솔린,14만km,"2,999"
페라리 458 스페치알레,자동,2인승,8기통,605마력,55.1kgm,가솔린,3만km,
BMW X6 xDrive 30d,자동,5인승,6기통,258마력,57.1kgm,디젤,6만km,
아우디 A8 6.3 W12 콰트로 LWB,자동,4인승,12기통,500마력,63.8kgm,가솔린,6만km,
포르쉐 파나메라 2.9 4S,자동,4인승,6기통,440마력,56.1kgm,가솔린,1만km,
랜드로버 레인지로버 이보크 2.0 TD4 SE,자동,5인승,4기통,180마력,43.9kgm,디젤,1만km,
벤츠 SL63 AMG,자동,2인승,8기통,537마력,91.8kgm,가솔린,2만km,
랜드로버 디스커버리4 3.0 SDV6 HSE,자동,7인승,6기통,255마력,61.2kgm,디젤,4만km,
BMW i8 쿠페,자동,4인승,3기통,362마력,58.1kgm,가솔린+전기,2만km,"11,190"
벤츠 스프린터 3.0 디젤,자동,,,,,디젤,8만ml,
BMW 750Li xDrive,자동,5인승,8기통,449마력,66.3kgm,가솔린,5만km,
벤츠 E300 4매틱 아방가르드,자동,5인승,4기통,245마력,37.7kgm,가솔린,7천km,"6,100"
포르쉐 파나메라 4.0 터보 스포츠 투리스모,자동,5인승,8기통,550마력,78.5kgm,가솔린,94km,
벤츠 CLS 2세대 CLS 250 d 4매틱 ,자동,4인승,4기통,204마력,51kgm,디젤,11만km,"3,200"
벤츠 GLS 580 4매틱,자동,7인승,8기통,489마력,71.4kgm,가솔린,19km,계약
페라리 488 스파이더,자동,2인승,8기통,670마력,77.5kgm,가솔린,2만km,
벤츠 S65 AMG 쿠페,자동,4인승,12기통,630마력,102kgm,가솔린,3만km,계약
페라리 458 스페치알레,자동,2인승,8기통,605마력,55.1kgm,가솔린,2만km,계약
포르쉐 911 카레라 S 997,자동,4인승,6기통,385마력,40.8kgm,가솔린,11만km,"6,100"
크라이슬러 더 뉴 300C 3.0 CRD ,자동,5인승,6기통,239마력,56kgm,디젤,20만km,730
BMW 750Li xDrive,자동,5인승,8기통,449마력,66.3kgm,가솔린,14만km,
BMW 520d 럭셔리 라인 플러스,자동,5인승,4기통,190마력,40.8kgm,디젤,4만km,
벤츠 GLE 350d 4매틱 쿠페,자동,5인승,6기통,258마력,63.2kgm,디젤,2만km,
BMW X5 xDrive 30d M 스포츠,자동,5인승,6기통,258마력,57.1kgm,디젤,3만km,"6,170"
포르쉐 911 카레라 4S 카브리올레,자동,4인승,6기통,420마력,51kgm,가솔린,1만km,"15,300"
BMW M8 쿠페 컴페티션,자동,4인승,8기통,625마력,76.5kgm,가솔린,5천km,"14,800"
렉서스 뉴 GS 350 이그제큐티브,자동,5인승,6기통,310마력,38.1kgm,가솔린,12만km,
BMW X6 40i xDrive M 스포츠,자동,5인승,6기통,340마력,45.9kgm,가솔린,4천km,
포르쉐 파나메라 4.0 GTS 스포츠 투리스모,자동,,,,,가솔린,2만km,
포르쉐 뉴 911 카레라 4S 카브리올레 ,자동,4인승,6기통,450마력,54.1kgm,가솔린,6천km,계약
포드 F150 3.5 랩터,자동,5인승,,,,가솔린,1만km,"11,700"
페라리 488 GTB 3.9 V8,자동,2인승,8기통,670마력,77.5kgm,가솔린,2만km,계약
벤츠 S65 AMG 쿠페,자동,4인승,12기통,630마력,102kgm,가솔린,1만km,
닷지 램 픽업 5.7L,자동,,,,,가솔린,5만km,"5,150"
BMW X5 xDrive 30d,자동,5인승,6기통,258마력,57.1kgm,디젤,7만km,
﻿BMW X3 xDrive 20d M 에어로다이나믹,자동,5인승,4기통,190마력,40.8kgm,디젤,2만km,
BMW 3 6세대  320d M 스포츠 ,자동,5인승,4기통,190마력,40.8kgm,디젤,6만km,"2,600"
람보르기니 가야르도 슈퍼레제라 ,자동,2인승,10기통,530마력,52kgm,가솔린,4만km,"9,900"
닷지 램 픽업 6.2L TRX,자동,,,,,가솔린,30km,
페라리 F8 스파이더 3.9 V8,자동,2인승,8기통,720마력,78.5kgm,가솔린,108km,계약
롤스로이스 컬리넌 6.8 V12,자동,,,,,가솔린,8천km,계약
벤츠 AMG GT 4도어 43 4매틱 플러스,자동,5인승,6기통,367마력,51kgm,가솔린,1만km,
포드 F150 3.3 2WD 레귤러캡,자동,,,,,가솔린,13만km,"3,850"
벤츠 S63L AMG 4매틱 플러스 퍼포먼스 에디션,자동,5인승,8기통,612마력,91.8kgm,가솔린,1만km,
벤츠 E 10세대 E220 d 아방가르드 ,자동,5인승,4기통,194마력,40.8kgm,디젤,5만km,"4,000"
BMW X6 xDrive 30d,자동,5인승,6기통,258마력,57.1kgm,디젤,3만km,
BMW M2 쿠페 컴페티션,자동,4인승,6기통,410마력,56.1kgm,가솔린,7천km,
BMW 5 7세대 520d xDrive M 스포츠 플러스 ,자동,5인승,4기통,190마력,40.8kgm,디젤,1만km,"6,300"
벤츠 GLE 250d 4매틱,자동,5인승,4기통,204마력,51kgm,디젤,15만km,"3,890"
애스턴마틴 DB9 볼란테,자동,4인승,12기통,517마력,63.2kgm,가솔린,2만km,"10,200"
랜드로버 뉴 레인지로버 4.4 SDV8 보그 SE,자동,5인승,8기통,339마력,75.5kgm,디젤,8만km,"7,099"
BMW 530i M 스포츠 플러스,자동,5인승,4기통,252마력,35.7kgm,가솔린,2만km,
인피니티 QX60 3.5 AWD,자동,7인승,6기통,269마력,34.3kgm,가솔린,2만km,계약
포르쉐 파나메라 3.0 디젤 플래티넘 에디션,자동,4인승,6기통,300마력,66.3kgm,디젤,7만km,"6,890"
BMW X5 xDrive 30d,자동,5인승,6기통,245마력,55.1kgm,디젤,11만km,계약
마쯔다 MX-5 2.0 로드스터,수동,2인승,,,,가솔린,5천km,
재규어 F타입 3.0 쿠페 S,자동,2인승,6기통,380마력,46.9kgm,가솔린,6만km,
벤틀리 뉴 컨티넨탈 GT 4.0 V8,자동,4인승,8기통,550마력,78.5kgm,가솔린,5천km,
롤스로이스 던 V12 6.6,자동,4인승,12기통,571마력,79.6kgm,가솔린,3천km,
포르쉐 카이엔 3.0 디젤,자동,5인승,6기통,262마력,59.2kgm,디젤,4만km,"6,800"
벤틀리 컨티넨탈 플라잉스퍼 4.0,자동,4인승,8기통,507마력,67.3kgm,가솔린,5만km,"12,500"
람보르기니 우라칸 LP640-4 에보 스파이더,자동,2인승,,,,가솔린,242km,
벤츠 S63 AMG 4매틱 플러스 쿠페,자동,4인승,8기통,612마력,91.8kgm,가솔린,4천km,
벤틀리 컨티넨탈 GT 4.0 V8,자동,4인승,8기통,507마력,67.3kgm,가솔린,5만km,
푸조 5008 SUV 1.5 BlueHDi GT 라인,자동,7인승,4기통,130마력,30.6kgm,디젤,6천km,
포르쉐 카이엔 4.8 S,자동,5인승,8기통,400마력,50.1kgm,가솔린,14만km,
아우디 RS7 4.0 TFSI 콰트로  4G,자동,4인승,8기통,560마력,71.4kgm,가솔린,8만km,"5,390"
포르쉐 뉴 카이엔 3.0 ,자동,5인승,6기통,340마력,45.9kgm,가솔린,1만km,"14,100"
아우디 R8 2세대 5.2 V10 스파이더  ,자동,2인승,,,,가솔린,1만km,"16,851"
벤츠 E  9세대  E220 CDI 아방가르드 ,자동,5인승,4기통,170마력,40.8kgm,디젤,17만km,"1,250"
랜드로버 레인지로버 이보크 2.0 TD4  HSE 다이나믹 ,자동,5인승,4기통,180마력,43.9kgm,디젤,3만km,"1,200"
푸조 508 SW 1.5 BlueHDi 알뤼르,자동,5인승,,,,디젤,9천km,
랜드로버 뉴 레인지로버 스포츠 3.0 SDV6 오토바이오그래피 다이나믹,자동,5인승,6기통,306마력,71.4kgm,디젤,1만km,
푸조 508 SW 2.0 BlueHDi GT 라인,자동,5인승,,,,디젤,8천km,
푸조 3008 1.5 BlueHDi 알뤼르,자동,5인승,4기통,130마력,30.6kgm,디젤,1만km,
람보르기니 우루스 4.0 V8,자동,5인승,8기통,650마력,86.7kgm,가솔린,3천km,계약
포르쉐 마칸 3.0 S,자동,5인승,6기통,340마력,46.9kgm,가솔린,5만km,
벤틀리 컨티넨탈 GT 4.0 V8,자동,4인승,8기통,507마력,67.3kgm,가솔린,2만km,
포르쉐 뉴 카이엔 3.0,자동,5인승,6기통,340마력,45.9kgm,가솔린,1만km,
볼보 뉴 XC90 D5 AWD 모멘텀,자동,7인승,4기통,235마력,49kgm,디젤,4만km,
랜드로버 레인지로버 벨라 2.0 D240 SE,자동,5인승,4기통,240마력,51kgm,디젤,9천km,
포르쉐 마칸 3.0 S 디젤,자동,5인승,6기통,258마력,59.2kgm,디젤,3만km,
BMW M760Li xDrive,자동,5인승,12기통,609마력,81.6kgm,가솔린,5만km,
재규어 뉴 XJ 3.0d V6 LWB XJ50,자동,5인승,6기통,300마력,71.4kgm,디젤,2만km,
BMW 520d 럭셔리 라인 스페셜 에디션,자동,5인승,4기통,190마력,40.8kgm,디젤,3만km,
포드 머스탱 GT 쿠페,자동,4인승,8기통,422마력,54.1kgm,가솔린,5만km,"3,100"
캐딜락 CT6 3.6 AWD 플래티넘,자동,5인승,6기통,340마력,39.4kgm,가솔린,3만km,"4,850"
벤츠 G63 AMG,자동,5인승,8기통,585마력,86.7kgm,가솔린,1만km,"20,500"
람보르기니 아벤타도르 LP700-4,자동,2인승,12기통,700마력,70.4kgm,가솔린,2만km,
마세라티 콰트로포르테 3.0 S Q4 그란루쏘,자동,5인승,6기통,430마력,59.2kgm,가솔린,1만km,"11,700"
람보르기니 가야르도 LP550-2 발렌티노 발보니,자동,2인승,10기통,550마력,55.1kgm,가솔린,6만km,"12,500"
벤츠 S560L 4매틱,자동,5인승,8기통,469마력,71.4kgm,가솔린,7만km,"9,700"
포르쉐 911 타르가 4 GTS,자동,4인승,6기통,450마력,56.1kgm,가솔린,1만km,계약
벤츠 E300 익스클루시브,자동,5인승,4기통,245마력,37.7kgm,가솔린,4만km,"4,590"
마세라티 기블리 3.0 V6 S Q4 그란루쏘,자동,5인승,6기통,430마력,59.2kgm,가솔린,7천km,
랜드로버 뉴 레인지로버 스포츠 3.0 SDV6 오토바이오그래피 다이나믹,자동,5인승,6기통,306마력,71.4kgm,디젤,2만km,
포르쉐 뉴 카이엔 3.0 E-하이브리드 쿠페,자동,5인승,6기통,462마력,71.4kgm,가솔린+전기,1천km,계약
벤츠 E 10세대 E300 AMG 라인 ,자동,5인승,4기통,245마력,37.7kgm,가솔린,1만km,"3,180"
BMW 530i xDrive M 스포츠 플러스,자동,5인승,4기통,252마력,35.7kgm,가솔린,4만km,
포르쉐 911 타르가 4,자동,4인승,6기통,350마력,39.8kgm,가솔린,3만km,계약
벤츠 E220 d 4매틱 AMG 라인,자동,5인승,4기통,194마력,40.8kgm,디젤,6천km,
람보르기니 우라칸 LP640-4 퍼포만테,자동,2인승,,,,가솔린,1만km,
람보르기니 우라칸 LP640-4 퍼포만테,자동,2인승,,,,가솔린,1만km,
BMW X1 1세대 xDrive 18d  ,자동,5인승,4기통,143마력,32.6kgm,디젤,15만km,900
랜드로버 뉴 레인지로버 5.0 V8 SC 오토바이오그래피 블랙 LWB,자동,4인승,8기통,510마력,63.8kgm,가솔린,6만km,"11,200"
﻿포르쉐 파나메라 3.0 4,자동,4인승,6기통,330마력,45.9kgm,가솔린,2만km,
벤츠 E300e 익스클루시브,자동,5인승,4기통,320마력,71.4kgm,가솔린+전기,7천km,
벤츠 CLS 450 4매틱 AMG 라인,자동,5인승,6기통,367마력,51kgm,가솔린,1천km,
롤스로이스 컬리넌 6.8 V12,자동,,,,,가솔린,9천km,
롤스로이스 고스트 시리즈2 V12 6.6,자동,4인승,12기통,571마력,79.6kgm,가솔린,3만km,
롤스로이스 레이스 6.6 A/T,자동,4인승,12기통,632마력,81.6kgm,가솔린,1만km,
벤틀리 컨티넨탈 GT 4.0 V8,자동,4인승,8기통,507마력,67.3kgm,가솔린,9천km,
벤츠 GLE 450 4매틱,자동,5인승,6기통,367마력,51kgm,가솔린,9천km,
페라리 812 슈퍼패스트 6.5 V12,자동,2인승,12기통,800마력,73.3kgm,가솔린,2천km,
마세라티 르반떼 3.0 럭셔리,자동,5인승,6기통,350마력,51kgm,가솔린,4만km,
벤츠 G63 AMG,자동,5인승,8기통,585마력,86.7kgm,가솔린,1천km,
랜드로버 뉴 레인지로버 4.4 SDV8 오토바이오그래피,자동,5인승,8기통,339마력,75.5kgm,가솔린,1만km,
벤츠 S500L,자동,5인승,8기통,455마력,71.4kgm,가솔린,2만km,
롤스로이스 고스트 시리즈2 V12 6.6,자동,4인승,12기통,571마력,79.6kgm,가솔린,3만km,
페라리 488 스파이더,자동,2인승,8기통,670마력,77.5kgm,가솔린,1만km,
맥라렌 720S 쿠페,자동,2인승,8기통,720마력,71.4kgm,가솔린,1만km,
포르쉐 911 카레라 S 카브리올레,자동,4인승,6기통,400마력,44.9kgm,가솔린,5만km,
포르쉐 911 카레라 S 카브리올레,자동,4인승,6기통,400마력,44.9kgm,가솔린,7만km,
벤츠 S350 블루텍 4매틱,자동,5인승,6기통,258마력,63.2kgm,디젤,2만km,
벤츠 E300e 익스클루시브,자동,5인승,4기통,320마력,71.4kgm,가솔린+전기,1만km,"5,850"
벤츠 GLE 350d 4매틱 쿠페,자동,5인승,6기통,258마력,63.2kgm,디젤,3만km,
벤츠 S63 AMG 4매틱 플러스 쿠페,자동,4인승,8기통,612마력,91.8kgm,가솔린,1만km,
벤츠 S63L AMG 4매틱 플러스 퍼포먼스 에디션,자동,5인승,8기통,612마력,91.8kgm,가솔린,2만km,
롤스로이스 고스트 V12 6.6 EWB,자동,4인승,12기통,571마력,79.6kgm,가솔린,6만km,
벤틀리 뉴 컨티넨탈 GTC 6.0 W12 퍼스트 에디션,자동,,,,,가솔린,3천km,
랜드로버 뉴 레인지로버 4.4 SDV8 보그 SE,자동,5인승,8기통,339마력,75.5kgm,디젤,4만km,
포르쉐 뉴 911 카레라 4S 카브리올레,자동,4인승,6기통,450마력,54.1kgm,가솔린,7천km,
벤츠 GLC 300e 4매틱,자동,5인승,4기통,320마력,57.1kgm,가솔린+전기,1천km,
랜드로버 뉴 레인지로버 4.4 SDV8 오토바이오그래피 LWB,자동,5인승,8기통,339마력,75.5kgm,디젤,2만km,
벤츠 E300e 4매틱 익스클루시브,자동,5인승,4기통,320마력,71.4kgm,가솔린+전기,9천km,
BMW M2 쿠페 CS 25주년 에디션,자동,4인승,6기통,450마력,56.1kgm,가솔린,542km,
벤츠 E300e 4매틱 익스클루시브,자동,5인승,4기통,320마력,71.4kgm,가솔린+전기,7천km,
벤츠 E300e 4매틱 익스클루시브,자동,5인승,4기통,320마력,71.4kgm,가솔린+전기,1만km,
아우디 S4 3.0 TFSI 콰트로,자동,5인승,6기통,333마력,44.9kgm,가솔린,3만km,"2,650"
포르쉐 파나메라 4.8 터보,자동,4인승,8기통,520마력,78.5kgm,가솔린,4만km,
랜드로버 디스커버리 스포츠 2.0 TD4  SE,자동,5인승,4기통,150마력,38.8kgm,디젤,1만km,"3,650"
포르쉐 파나메라 2.9 4 E-하이브리드,자동,4인승,6기통,462마력,71.4kgm,가솔린+전기,2만km,"14,650"
벤츠 E450 4매틱 쿠페 ,자동,4인승,6기통,367마력,51kgm,가솔린,1만km,"6,350"
벤츠 G63 AMG,자동,5인승,8기통,571마력,77.5kgm,가솔린,2만km,
벤츠 GLE 450 4매틱,자동,5인승,6기통,367마력,51kgm,가솔린,2만km,
람보르기니 우라칸 LP640-4 에보,자동,2인승,10기통,640마력,61.2kgm,가솔린,6천km,
롤스로이스 레이스 6.6 A/T 블랙 배지,자동,4인승,12기통,632마력,88.7kgm,가솔린,3천km,
람보르기니 아벤타도르 LP770-4 SVJ 로드스터,자동,2인승,12기통,770마력,73.4kgm,가솔린,3천km,
벤틀리 뉴 컨티넨탈 플라잉스퍼 4.0 V8 클래식,자동,5인승,8기통,550마력,78.5kgm,가솔린,289km,
람보르기니 우루스 4.0 V8,자동,5인승,8기통,650마력,86.7kgm,가솔린,7천km,
벤츠 GLA45 AMG 4매틱 50주년 에디션,자동,5인승,4기통,381마력,48.5kgm,가솔린,6만km,
롤스로이스 고스트 6.7 V12,자동,,,,,가솔린,5천km,
벤틀리 컨티넨탈 GT 4.0 V8,자동,4인승,8기통,507마력,67.3kgm,가솔린,6만km,
포르쉐 718 박스터 4.0 GTS,자동,2인승,,,,가솔린,400km,
벤츠 S500L 4매틱,자동,5인승,8기통,455마력,71.4kgm,가솔린,9만km,
BMW X6 xDrive 30d,자동,5인승,6기통,245마력,53kgm,디젤,14만km,"2,290"
벤츠 S400L d 4매틱,자동,5인승,6기통,340마력,71.4kgm,디젤,8만km,
벤츠 E53 AMG 4매틱 플러스,자동,5인승,6기통,435마력,53kgm,가솔린,6천km,"8,500"
벤츠 마이바흐 S500L 4매틱,자동,5인승,8기통,455마력,71.4kgm,가솔린,17만km,
벤츠 E300 익스클루시브,자동,5인승,4기통,245마력,37.7kgm,가솔린,4만km,
혼다 어코드 2.4 세단,자동,5인승,4기통,180마력,22.6kgm,가솔린,12만km,490
쉐보레 익스프레스밴 5.3,자동,9인승,,,,가솔린,3만ml,
포르쉐 911 카레라 4S,자동,4인승,6기통,400마력,44.9kgm,가솔린,8천km,
페라리 458 이탈리아,자동,2인승,8기통,570마력,54.1kgm,가솔린,2만km,
벤틀리 컨티넨탈 GT 4.0 GT3-R V8,자동,2인승,8기통,580마력,71.4kgm,가솔린,2만km,"17,500"
랜드로버 디스커버리4 3.0 SDV6 SE,자동,7인승,6기통,255마력,61.2kgm,디젤,12만km,
재규어 뉴 XF 25t 포트폴리오,자동,5인승,4기통,240마력,34.7kgm,가솔린,1만km,"2,590"
포르쉐 파나메라 4.0 터보,자동,4인승,8기통,550마력,78.5kgm,가솔린,7만km,
페라리 488 스파이더,자동,2인승,8기통,670마력,77.5kgm,가솔린,2만km,
벤틀리 컨티넨탈 플라잉스퍼 4.0,자동,4인승,8기통,507마력,67.3kgm,가솔린,9만km,
